"ENSG" "neuroectoderm" "mesoderm" "endoderm"
"698" "ENSG00000100504" 1 0 0
"699" "ENSG00000100523" 0 1 0
"700" "ENSG00000100528" 0 1 0
"701" "ENSG00000100565" 0 0 1
"702" "ENSG00000100578" 1 1 0
"703" "ENSG00000100583" 1 1 0
"704" "ENSG00000100600" 0 1 0
"705" "ENSG00000100605" 0 0 1
"706" "ENSG00000100614" 0 0 1
"707" "ENSG00000100626" 1 0 0
"708" "ENSG00000100628" 0 0 1
"709" "ENSG00000100664" 0 0 1
"710" "ENSG00000100665" 1 0 0
"711" "ENSG00000100721" 0 1 0
"712" "ENSG00000100749" 0 1 0
"713" "ENSG00000100764" 0 0 1
"714" "ENSG00000100796" 0 0 1
"715" "ENSG00000100802" 1 0 0
"716" "ENSG00000100888" 0 0 1
"717" "ENSG00000100890" 0 0 1
"718" "ENSG00000100906" 1 0 0
"719" "ENSG00000100918" 0 0 1
"720" "ENSG00000100926" 0 0 1
"721" "ENSG00000100934" 0 0 1
"722" "ENSG00000100938" 1 0 0
"723" "ENSG00000100941" 0 1 1
"724" "ENSG00000100982" 0 1 0
"725" "ENSG00000100985" 1 0 0
"726" "ENSG00000101003" 1 0 0
"727" "ENSG00000101004" 0 0 1
"728" "ENSG00000101019" 0 0 1
"729" "ENSG00000101040" 1 0 0
"730" "ENSG00000101052" 1 1 1
"731" "ENSG00000101057" 1 0 1
"732" "ENSG00000101076" 0 0 1
"733" "ENSG00000101096" 1 0 0
"734" "ENSG00000101098" 0 0 1
"735" "ENSG00000101115" 0 1 0
"736" "ENSG00000101126" 0 0 1
"737" "ENSG00000101160" 0 1 0
"738" "ENSG00000101161" 0 1 1
"739" "ENSG00000101180" 1 0 0
"740" "ENSG00000101182" 0 0 1
"741" "ENSG00000101198" 0 0 1
"742" "ENSG00000101220" 0 1 0
"743" "ENSG00000101222" 1 0 0
"744" "ENSG00000101247" 1 0 0
"745" "ENSG00000101276" 0 0 1
"746" "ENSG00000101292" 0 0 1
"747" "ENSG00000101294" 0 0 1
"748" "ENSG00000101307" 0 0 1
"749" "ENSG00000101310" 1 0 1
"750" "ENSG00000101311" 0 1 0
"751" "ENSG00000101343" 1 0 1
"752" "ENSG00000101350" 0 0 1
"753" "ENSG00000101361" 0 1 0
"754" "ENSG00000101365" 0 0 1
"755" "ENSG00000101384" 0 1 0
"756" "ENSG00000101400" 1 0 0
"757" "ENSG00000101417" 1 0 0
"758" "ENSG00000101421" 1 0 0
"759" "ENSG00000101438" 0 0 1
"760" "ENSG00000101440" 0 1 0
"761" "ENSG00000101463" 1 0 0
"762" "ENSG00000101464" 1 0 0
"763" "ENSG00000101470" 1 0 0
"764" "ENSG00000101474" 1 0 0
"765" "ENSG00000101489" 0 1 0
"766" "ENSG00000101542" 0 1 0
"767" "ENSG00000101624" 1 0 0
"768" "ENSG00000101665" 0 0 1
"769" "ENSG00000101752" 1 0 0
"770" "ENSG00000101811" 1 0 1
"771" "ENSG00000101812" 0 1 0
"772" "ENSG00000101843" 0 1 1
"773" "ENSG00000101849" 1 0 0
"774" "ENSG00000101868" 0 0 1
"775" "ENSG00000101892" 1 0 0
"776" "ENSG00000101938" 0 0 1
"777" "ENSG00000101951" 0 0 1
"778" "ENSG00000101955" 0 1 0
"779" "ENSG00000101958" 0 0 1
"780" "ENSG00000101966" 0 1 0
"781" "ENSG00000101972" 0 1 0
"782" "ENSG00000101981" 0 0 1
"783" "ENSG00000101997" 1 0 0
"784" "ENSG00000102001" 1 0 0
"785" "ENSG00000102007" 0 1 0
"786" "ENSG00000102021" 1 0 0
"787" "ENSG00000102038" 0 0 1
"788" "ENSG00000102053" 0 0 1
"789" "ENSG00000102069" 0 0 1
"790" "ENSG00000102078" 0 0 1
"791" "ENSG00000102081" 0 1 0
"792" "ENSG00000102096" 1 0 1
"793" "ENSG00000102098" 0 1 0
"794" "ENSG00000102100" 1 1 0
"795" "ENSG00000102109" 0 0 1
"796" "ENSG00000102119" 1 0 0
"797" "ENSG00000102145" 0 0 1
"798" "ENSG00000102174" 1 0 0
"799" "ENSG00000102178" 1 0 1
"800" "ENSG00000102218" 0 0 1
"801" "ENSG00000102221" 1 0 1
"802" "ENSG00000102230" 0 1 0
"803" "ENSG00000102245" 1 0 0
"804" "ENSG00000102302" 1 0 0
"805" "ENSG00000102312" 1 0 0
"806" "ENSG00000102359" 0 1 0
"807" "ENSG00000102383" 0 0 1
"808" "ENSG00000102385" 0 0 1
"809" "ENSG00000102390" 1 0 0
"810" "ENSG00000102393" 0 1 0
"811" "ENSG00000102409" 0 1 0
"812" "ENSG00000102445" 1 0 0
"813" "ENSG00000102471" 1 0 0
"814" "ENSG00000102539" 0 1 1
"815" "ENSG00000102543" 0 1 1
"816" "ENSG00000102580" 0 0 1
"817" "ENSG00000102738" 0 0 1
"818" "ENSG00000102743" 0 0 1
"819" "ENSG00000102755" 0 0 1
"820" "ENSG00000102781" 0 0 1
"821" "ENSG00000102804" 1 0 0
"822" "ENSG00000102854" 0 0 1
"823" "ENSG00000102871" 0 1 0
"824" "ENSG00000102886" 1 0 0
"825" "ENSG00000102891" 0 0 1
"826" "ENSG00000102897" 0 1 0
"827" "ENSG00000102901" 0 0 1
"828" "ENSG00000102904" 0 0 1
"829" "ENSG00000102924" 0 1 0
"830" "ENSG00000102967" 1 0 0
"831" "ENSG00000102974" 0 0 1
"832" "ENSG00000102977" 0 0 1
"833" "ENSG00000102981" 0 0 1
"834" "ENSG00000103005" 0 1 0
"835" "ENSG00000103018" 1 0 1
"836" "ENSG00000103021" 0 1 0
"837" "ENSG00000103034" 0 0 1
"838" "ENSG00000103035" 0 1 1
"839" "ENSG00000103037" 0 0 1
"840" "ENSG00000103047" 1 0 0
"841" "ENSG00000103066" 0 0 1
"842" "ENSG00000103150" 1 0 0
"843" "ENSG00000103194" 0 1 0
"844" "ENSG00000103197" 0 0 1
"845" "ENSG00000103199" 1 0 0
"846" "ENSG00000103222" 0 1 0
"847" "ENSG00000103241" 1 0 0
"848" "ENSG00000103245" 0 0 1
"849" "ENSG00000103248" 1 0 0
"850" "ENSG00000103253" 1 0 0
"851" "ENSG00000103254" 1 0 0
"852" "ENSG00000103257" 1 0 0
"853" "ENSG00000103275" 0 1 0
"854" "ENSG00000103342" 0 1 1
"855" "ENSG00000103356" 0 1 1
"856" "ENSG00000103381" 1 0 0
"857" "ENSG00000103490" 0 0 1
"858" "ENSG00000103494" 1 0 0
"859" "ENSG00000103502" 0 0 1
"860" "ENSG00000103510" 0 0 1
"861" "ENSG00000103534" 1 0 0
"862" "ENSG00000103546" 1 0 0
"863" "ENSG00000103549" 0 1 1
"864" "ENSG00000103642" 0 0 1
"865" "ENSG00000103653" 0 0 1
"866" "ENSG00000103657" 0 0 1
"867" "ENSG00000103723" 1 0 0
"868" "ENSG00000103811" 0 1 0
"869" "ENSG00000103888" 1 1 0
"870" "ENSG00000103978" 0 0 1
"871" "ENSG00000103995" 0 0 1
"872" "ENSG00000104043" 1 0 0
"873" "ENSG00000104047" 0 1 0
"874" "ENSG00000104055" 1 0 0
"875" "ENSG00000104064" 0 1 0
"876" "ENSG00000104081" 0 0 1
"877" "ENSG00000104093" 1 0 0
"878" "ENSG00000104140" 1 0 0
"879" "ENSG00000104177" 0 1 1
"880" "ENSG00000104221" 1 1 1
"881" "ENSG00000104237" 0 1 0
"882" "ENSG00000104321" 1 0 0
"883" "ENSG00000104332" 0 0 1
"884" "ENSG00000104356" 0 1 0
"885" "ENSG00000104365" 0 1 0
"886" "ENSG00000104368" 0 1 0
"887" "ENSG00000104388" 0 0 1
"888" "ENSG00000104442" 0 1 0
"889" "ENSG00000104450" 0 1 0
"890" "ENSG00000104472" 0 0 1
"891" "ENSG00000104490" 0 0 1
"892" "ENSG00000104524" 0 0 1
"893" "ENSG00000104529" 0 1 0
"894" "ENSG00000104549" 0 1 0
"895" "ENSG00000104643" 0 1 0
"896" "ENSG00000104660" 0 1 0
"897" "ENSG00000104679" 0 1 0
"898" "ENSG00000104714" 0 1 0
"899" "ENSG00000104723" 1 0 0
"900" "ENSG00000104731" 1 0 1
"901" "ENSG00000104738" 0 0 1
"902" "ENSG00000104756" 1 0 0
"903" "ENSG00000104763" 0 0 1
"904" "ENSG00000104783" 0 0 1
"905" "ENSG00000104833" 0 1 0
"906" "ENSG00000104853" 0 0 1
"907" "ENSG00000104856" 1 0 0
"908" "ENSG00000104863" 1 0 0
"909" "ENSG00000104889" 1 0 0
"910" "ENSG00000104892" 1 0 0
"911" "ENSG00000104894" 0 0 1
"912" "ENSG00000104897" 0 1 0
"913" "ENSG00000104901" 0 0 1
"914" "ENSG00000104921" 0 1 0
"915" "ENSG00000104969" 0 0 1
"916" "ENSG00000104979" 0 0 1
"917" "ENSG00000105171" 0 1 0
"918" "ENSG00000105173" 0 1 0
"919" "ENSG00000105176" 0 1 0
"920" "ENSG00000105219" 1 0 0
"921" "ENSG00000105220" 0 1 0
"922" "ENSG00000105221" 0 0 1
"923" "ENSG00000105251" 1 0 0
"924" "ENSG00000105270" 1 0 1
"925" "ENSG00000105278" 0 1 0
"926" "ENSG00000105289" 0 1 0
"927" "ENSG00000105298" 0 1 0
"928" "ENSG00000105321" 0 1 1
"929" "ENSG00000105325" 0 0 1
"930" "ENSG00000105329" 0 0 1
"931" "ENSG00000105357" 1 0 0
"932" "ENSG00000105370" 0 0 1
"933" "ENSG00000105388" 0 0 1
"934" "ENSG00000105393" 0 0 1
"935" "ENSG00000105397" 1 0 1
"936" "ENSG00000105398" 0 1 0
"937" "ENSG00000105428" 0 0 1
"938" "ENSG00000105438" 1 0 1
"939" "ENSG00000105467" 0 1 0
"940" "ENSG00000105479" 0 1 0
"941" "ENSG00000105483" 0 1 0
"942" "ENSG00000105499" 0 0 1
"943" "ENSG00000105509" 0 0 1
"944" "ENSG00000105519" 0 0 1
"945" "ENSG00000105523" 1 0 1
"946" "ENSG00000105538" 1 0 0
"947" "ENSG00000105550" 0 1 1
"948" "ENSG00000105552" 0 0 1
"949" "ENSG00000105568" 0 0 1
"950" "ENSG00000105610" 0 0 1
"951" "ENSG00000105612" 1 1 0
"952" "ENSG00000105617" 0 1 0
"953" "ENSG00000105619" 0 1 0
"954" "ENSG00000105647" 0 1 0
"955" "ENSG00000105649" 0 1 0
"956" "ENSG00000105650" 1 0 0
"957" "ENSG00000105662" 0 0 1
"958" "ENSG00000105663" 0 1 0
"959" "ENSG00000105676" 0 1 1
"960" "ENSG00000105677" 1 0 0
"961" "ENSG00000105679" 0 0 1
"962" "ENSG00000105695" 0 0 1
"963" "ENSG00000105707" 0 0 1
"964" "ENSG00000105717" 1 0 0
"965" "ENSG00000105726" 0 1 1
"966" "ENSG00000105738" 0 1 0
"967" "ENSG00000105750" 0 1 0
"968" "ENSG00000105793" 0 1 0
"969" "ENSG00000105835" 0 1 0
"970" "ENSG00000105851" 0 0 1
"971" "ENSG00000105875" 0 1 0
"972" "ENSG00000105926" 1 0 0
"973" "ENSG00000105928" 0 1 0
"974" "ENSG00000105939" 1 1 0
"975" "ENSG00000105953" 1 0 0
"976" "ENSG00000105976" 0 1 0
"977" "ENSG00000105991" 1 0 0
"978" "ENSG00000106003" 0 0 1
"979" "ENSG00000106006" 1 0 0
"980" "ENSG00000106012" 1 0 0
"981" "ENSG00000106025" 0 1 1
"982" "ENSG00000106028" 0 1 1
"983" "ENSG00000106031" 1 0 0
"984" "ENSG00000106034" 0 0 1
"985" "ENSG00000106069" 1 0 0
"986" "ENSG00000106070" 1 0 0
"987" "ENSG00000106089" 0 0 1
"988" "ENSG00000106144" 0 1 0
"989" "ENSG00000106178" 1 0 0
"990" "ENSG00000106261" 1 0 0
"991" "ENSG00000106266" 0 1 0
"992" "ENSG00000106268" 1 0 0
"993" "ENSG00000106290" 0 0 1
"994" "ENSG00000106304" 0 0 1
"995" "ENSG00000106305" 1 0 0
"996" "ENSG00000106330" 0 0 1
"997" "ENSG00000106331" 0 1 0
"998" "ENSG00000106336" 1 0 0
"999" "ENSG00000106355" 0 0 1
"1000" "ENSG00000106366" 0 0 1
"1001" "ENSG00000106384" 0 1 0
"1002" "ENSG00000106392" 0 1 0
"1003" "ENSG00000106399" 0 0 1
"1004" "ENSG00000106524" 1 0 0
"1005" "ENSG00000106536" 0 0 1
"1006" "ENSG00000106541" 0 0 1
"1007" "ENSG00000106554" 1 0 1
"1008" "ENSG00000106565" 1 0 0
"1009" "ENSG00000106571" 1 0 1
"1010" "ENSG00000106603" 0 0 1
"1011" "ENSG00000106605" 0 0 1
"1012" "ENSG00000106608" 0 0 1
"1013" "ENSG00000106689" 0 0 1
"1014" "ENSG00000106692" 0 0 1
"1015" "ENSG00000106701" 1 0 0
"1016" "ENSG00000106785" 1 0 0
"1017" "ENSG00000106799" 0 0 1
"1018" "ENSG00000106823" 0 1 0
"1019" "ENSG00000106829" 1 0 0
"1020" "ENSG00000106868" 0 0 1
"1021" "ENSG00000106948" 0 0 1
"1022" "ENSG00000107036" 1 0 0
"1023" "ENSG00000107099" 0 0 1
"1024" "ENSG00000107147" 0 0 1
"1025" "ENSG00000107185" 1 0 0
"1026" "ENSG00000107186" 1 0 0
"1027" "ENSG00000107262" 1 0 0
"1028" "ENSG00000107282" 0 0 1
"1029" "ENSG00000107290" 1 1 0
"1030" "ENSG00000107295" 0 0 1
"1031" "ENSG00000107341" 1 1 0
"1032" "ENSG00000107371" 0 0 1
"1033" "ENSG00000107438" 1 0 0
"1034" "ENSG00000107443" 0 1 0
"1035" "ENSG00000107537" 0 1 1
"1036" "ENSG00000107593" 0 1 0
"1037" "ENSG00000107618" 0 1 1
"1038" "ENSG00000107672" 1 0 0
"1039" "ENSG00000107679" 1 0 0
"1040" "ENSG00000107731" 0 0 1
"1041" "ENSG00000107736" 0 0 1
"1042" "ENSG00000107789" 0 0 1
"1043" "ENSG00000107821" 0 1 0
"1044" "ENSG00000107829" 0 0 1
"1045" "ENSG00000107833" 0 1 0
"1046" "ENSG00000107859" 0 1 0
"1047" "ENSG00000107862" 0 0 1
"1048" "ENSG00000107882" 1 1 0
"1049" "ENSG00000107937" 1 0 0
"1050" "ENSG00000107938" 0 1 0
"1051" "ENSG00000107949" 0 0 1
"1052" "ENSG00000107960" 1 0 0
"1053" "ENSG00000107968" 1 0 0
"1054" "ENSG00000107984" 0 1 0
"1055" "ENSG00000108055" 0 1 0
"1056" "ENSG00000108091" 1 0 0
"1057" "ENSG00000108094" 1 1 1
"1058" "ENSG00000108107" 0 0 1
"1059" "ENSG00000108175" 1 0 0
"1060" "ENSG00000108187" 1 0 0
"1061" "ENSG00000108239" 0 1 0
"1062" "ENSG00000108296" 0 1 0
"1063" "ENSG00000108309" 0 1 0
"1064" "ENSG00000108312" 0 1 0
"1065" "ENSG00000108349" 0 1 0
"1066" "ENSG00000108370" 1 0 0
"1067" "ENSG00000108375" 0 0 1
"1068" "ENSG00000108379" 0 0 1
"1069" "ENSG00000108405" 1 0 0
"1070" "ENSG00000108406" 0 1 0
"1071" "ENSG00000108417" 0 0 1
"1072" "ENSG00000108433" 0 0 1
"1073" "ENSG00000108468" 0 1 0
"1074" "ENSG00000108474" 1 1 0
"1075" "ENSG00000108523" 1 0 0
"1076" "ENSG00000108551" 0 0 1
"1077" "ENSG00000108561" 0 0 1
"1078" "ENSG00000108578" 0 0 1
"1079" "ENSG00000108590" 1 0 0
"1080" "ENSG00000108592" 0 0 1
"1081" "ENSG00000108622" 0 0 1
"1082" "ENSG00000108639" 1 0 0
"1083" "ENSG00000108651" 0 1 0
"1084" "ENSG00000108679" 0 0 1
"1085" "ENSG00000108691" 0 1 0
"1086" "ENSG00000108733" 0 0 1
"1087" "ENSG00000108753" 1 0 0
"1088" "ENSG00000108786" 1 0 0
"1089" "ENSG00000108797" 1 1 0
"1090" "ENSG00000108798" 0 0 1
"1091" "ENSG00000108799" 0 0 1
"1092" "ENSG00000108813" 1 0 0
"1093" "ENSG00000108823" 1 0 0
"1094" "ENSG00000108829" 1 0 0
"1095" "ENSG00000108830" 1 0 0
"1096" "ENSG00000108840" 0 0 1
"1097" "ENSG00000108846" 1 0 0
"1098" "ENSG00000108852" 1 1 0
"1099" "ENSG00000108946" 0 0 1
"1100" "ENSG00000108947" 0 1 0
"1101" "ENSG00000108960" 1 0 0
"1102" "ENSG00000109062" 0 1 0
"1103" "ENSG00000109072" 1 0 0
"1104" "ENSG00000109079" 1 0 0
"1105" "ENSG00000109083" 0 0 1
"1106" "ENSG00000109107" 1 0 0
"1107" "ENSG00000109158" 0 0 1
"1108" "ENSG00000109193" 0 1 0
"1109" "ENSG00000109220" 0 0 1
"1110" "ENSG00000109265" 0 0 1
"1111" "ENSG00000109270" 1 0 0
"1112" "ENSG00000109339" 1 0 1
"1113" "ENSG00000109390" 0 1 0
"1114" "ENSG00000109445" 0 1 0
"1115" "ENSG00000109452" 0 1 1
"1116" "ENSG00000109466" 0 0 1
"1117" "ENSG00000109471" 0 0 1
"1118" "ENSG00000109519" 0 0 1
"1119" "ENSG00000109536" 0 0 1
"1120" "ENSG00000109572" 1 0 0
"1121" "ENSG00000109576" 0 1 0
"1122" "ENSG00000109670" 0 0 1
"1123" "ENSG00000109680" 0 0 1
"1124" "ENSG00000109775" 0 0 1
"1125" "ENSG00000109805" 0 1 1
"1126" "ENSG00000109814" 0 0 1
"1127" "ENSG00000109819" 1 0 0
"1128" "ENSG00000109846" 1 0 1
"1129" "ENSG00000109917" 0 1 1
"1130" "ENSG00000109919" 0 0 1
"1131" "ENSG00000109927" 0 0 1
"1132" "ENSG00000110013" 0 1 1
"1133" "ENSG00000110031" 0 0 1
"1134" "ENSG00000110046" 1 0 0
"1135" "ENSG00000110060" 0 0 1
"1136" "ENSG00000110063" 0 1 0
"1137" "ENSG00000110074" 0 0 1
"1138" "ENSG00000110075" 0 0 1
"1139" "ENSG00000110092" 0 0 1
"1140" "ENSG00000110104" 0 1 0
"1141" "ENSG00000110244" 0 1 1
"1142" "ENSG00000110245" 0 1 0
"1143" "ENSG00000110321" 1 0 0
"1144" "ENSG00000110328" 0 1 0
"1145" "ENSG00000110330" 1 0 0
"1146" "ENSG00000110367" 1 0 1
"1147" "ENSG00000110375" 0 0 1
"1148" "ENSG00000110422" 0 0 1
"1149" "ENSG00000110497" 1 0 0
"1150" "ENSG00000110651" 1 0 0
"1151" "ENSG00000110680" 0 0 1
"1152" "ENSG00000110696" 1 0 0
"1153" "ENSG00000110713" 0 1 0
"1154" "ENSG00000110717" 0 0 1
"1155" "ENSG00000110719" 1 0 0
"1156" "ENSG00000110768" 0 0 1
"1157" "ENSG00000110871" 0 0 1
"1158" "ENSG00000110876" 0 1 0
"1159" "ENSG00000110881" 1 0 0
"1160" "ENSG00000110906" 0 0 1
"1161" "ENSG00000110944" 0 1 0
"1162" "ENSG00000110955" 0 1 0
"1163" "ENSG00000110958" 0 1 0
"1164" "ENSG00000111046" 0 0 1
"1165" "ENSG00000111058" 0 0 1
"1166" "ENSG00000111077" 1 0 0
"1167" "ENSG00000111087" 1 0 0
"1168" "ENSG00000111196" 1 0 0
"1169" "ENSG00000111215" 0 1 0
"1170" "ENSG00000111224" 0 0 1
"1171" "ENSG00000111229" 0 0 1
"1172" "ENSG00000111231" 0 0 1
"1173" "ENSG00000111261" 1 0 0
"1174" "ENSG00000111276" 0 0 1
"1175" "ENSG00000111305" 1 0 0
"1176" "ENSG00000111319" 0 0 1
"1177" "ENSG00000111321" 1 0 0
"1178" "ENSG00000111339" 0 0 1
"1179" "ENSG00000111341" 0 0 1
"1180" "ENSG00000111344" 1 0 1
"1181" "ENSG00000111361" 0 0 1
"1182" "ENSG00000111412" 0 0 1
"1183" "ENSG00000111445" 0 1 0
"1184" "ENSG00000111452" 1 0 0
"1185" "ENSG00000111490" 0 1 0
"1186" "ENSG00000111530" 0 0 1
"1187" "ENSG00000111536" 0 0 1
"1188" "ENSG00000111540" 0 0 1
"1189" "ENSG00000111581" 1 0 0
"1190" "ENSG00000111615" 0 0 1
"1191" "ENSG00000111639" 0 0 1
"1192" "ENSG00000111641" 0 0 1
"1193" "ENSG00000111642" 0 0 1
"1194" "ENSG00000111644" 0 1 0
"1195" "ENSG00000111647" 1 0 0
"1196" "ENSG00000111666" 1 0 0
"1197" "ENSG00000111667" 0 1 0
"1198" "ENSG00000111671" 1 0 0
"1199" "ENSG00000111700" 0 0 1
"1200" "ENSG00000111707" 0 1 1
"1201" "ENSG00000111711" 1 0 0
"1202" "ENSG00000111726" 0 1 0
"1203" "ENSG00000111731" 0 1 0
"1204" "ENSG00000111737" 0 0 1
"1205" "ENSG00000111786" 0 1 0
"1206" "ENSG00000111799" 0 1 0
"1207" "ENSG00000111801" 0 0 1
"1208" "ENSG00000111802" 0 0 1
"1209" "ENSG00000111837" 0 0 1
"1210" "ENSG00000111843" 1 0 1
"1211" "ENSG00000111845" 0 1 0
"1212" "ENSG00000111880" 1 0 0
"1213" "ENSG00000111885" 1 1 1
"1214" "ENSG00000112039" 1 0 1
"1215" "ENSG00000112062" 0 0 1
"1216" "ENSG00000112077" 0 1 0
"1217" "ENSG00000112079" 0 0 1
"1218" "ENSG00000112081" 0 1 0
"1219" "ENSG00000112110" 0 0 1
"1220" "ENSG00000112130" 0 1 0
"1221" "ENSG00000112159" 0 0 1
"1222" "ENSG00000112195" 0 0 1
"1223" "ENSG00000112218" 1 0 0
"1224" "ENSG00000112234" 0 0 1
"1225" "ENSG00000112273" 0 1 1
"1226" "ENSG00000112306" 0 1 0
"1227" "ENSG00000112308" 1 1 1
"1228" "ENSG00000112339" 0 1 0
"1229" "ENSG00000112365" 0 0 1
"1230" "ENSG00000112379" 0 0 1
"1231" "ENSG00000112394" 0 1 0
"1232" "ENSG00000112406" 0 0 1
"1233" "ENSG00000112486" 1 0 0
"1234" "ENSG00000112494" 0 1 0
"1235" "ENSG00000112511" 0 1 0
"1236" "ENSG00000112514" 0 0 1
"1237" "ENSG00000112539" 1 0 1
"1238" "ENSG00000112640" 0 1 1
"1239" "ENSG00000112655" 0 1 1
"1240" "ENSG00000112658" 0 1 0
"1241" "ENSG00000112685" 0 0 1
"1242" "ENSG00000112701" 1 0 0
"1243" "ENSG00000112799" 0 1 0
"1244" "ENSG00000112837" 1 0 0
"1245" "ENSG00000112874" 1 0 0
"1246" "ENSG00000112877" 0 1 0
"1247" "ENSG00000112902" 1 0 0
"1248" "ENSG00000112977" 0 0 1
"1249" "ENSG00000113108" 0 0 1
"1250" "ENSG00000113141" 0 1 0
"1251" "ENSG00000113163" 1 0 1
"1252" "ENSG00000113194" 0 1 0
"1253" "ENSG00000113209" 1 0 0
"1254" "ENSG00000113231" 1 0 0
"1255" "ENSG00000113272" 1 0 0
"1256" "ENSG00000113273" 1 0 0
"1257" "ENSG00000113303" 0 0 1
"1258" "ENSG00000113318" 0 0 1
"1259" "ENSG00000113328" 1 0 0
"1260" "ENSG00000113360" 0 1 0
"1261" "ENSG00000113361" 0 1 0
"1262" "ENSG00000113368" 0 0 1
"1263" "ENSG00000113504" 1 0 0
"1264" "ENSG00000113522" 1 0 0
"1265" "ENSG00000113555" 1 0 0
"1266" "ENSG00000113569" 1 0 0
"1267" "ENSG00000113575" 0 1 0
"1268" "ENSG00000113593" 1 0 0
"1269" "ENSG00000113594" 1 0 0
"1270" "ENSG00000113649" 1 1 1
"1271" "ENSG00000113712" 0 0 1
"1272" "ENSG00000113721" 0 0 1
"1273" "ENSG00000113722" 0 0 1
"1274" "ENSG00000113749" 1 0 0
"1275" "ENSG00000113758" 0 0 1
"1276" "ENSG00000113763" 0 0 1
"1277" "ENSG00000113845" 0 1 1
"1278" "ENSG00000113924" 0 1 0
"1279" "ENSG00000113971" 0 1 0
"1280" "ENSG00000114013" 1 0 0
"1281" "ENSG00000114019" 0 0 1
"1282" "ENSG00000114098" 1 0 0
"1283" "ENSG00000114107" 1 0 0
"1284" "ENSG00000114113" 0 0 1
"1285" "ENSG00000114115" 0 0 1
"1286" "ENSG00000114125" 0 0 1
"1287" "ENSG00000114127" 0 1 0
"1288" "ENSG00000114209" 0 0 1
"1289" "ENSG00000114248" 0 0 1
"1290" "ENSG00000114315" 0 0 1
"1291" "ENSG00000114316" 0 1 0
"1292" "ENSG00000114331" 0 1 0
"1293" "ENSG00000114391" 0 0 1
"1294" "ENSG00000114423" 1 1 0
"1295" "ENSG00000114487" 0 1 0
"1296" "ENSG00000114491" 0 1 0
"1297" "ENSG00000114503" 1 0 0
"1298" "ENSG00000114646" 0 1 0
"1299" "ENSG00000114648" 0 0 1
"1300" "ENSG00000114650" 0 1 0
"1301" "ENSG00000114686" 0 0 1
"1302" "ENSG00000114757" 0 0 1
"1303" "ENSG00000114771" 0 0 1
"1304" "ENSG00000114850" 0 0 1
"1305" "ENSG00000114857" 0 0 1
"1306" "ENSG00000114923" 0 1 1
"1307" "ENSG00000114942" 1 0 0
"1308" "ENSG00000114988" 0 0 1
"1309" "ENSG00000114999" 1 0 0
"1310" "ENSG00000115109" 1 0 1
"1311" "ENSG00000115159" 1 0 0
"1312" "ENSG00000115163" 0 0 1
"1313" "ENSG00000115211" 0 1 0
"1314" "ENSG00000115221" 1 0 0
"1315" "ENSG00000115226" 1 0 0
"1316" "ENSG00000115232" 0 1 1
"1317" "ENSG00000115233" 1 0 0
"1318" "ENSG00000115239" 0 0 1
"1319" "ENSG00000115241" 0 1 0
"1320" "ENSG00000115267" 0 0 1
"1321" "ENSG00000115274" 0 0 1
"1322" "ENSG00000115275" 1 0 1
"1323" "ENSG00000115286" 0 1 1
"1324" "ENSG00000115295" 1 0 0
"1325" "ENSG00000115306" 0 1 1
"1326" "ENSG00000115307" 0 0 1
"1327" "ENSG00000115310" 1 0 0
"1328" "ENSG00000115317" 0 1 0
"1329" "ENSG00000115325" 0 0 1
"1330" "ENSG00000115353" 1 0 0
"1331" "ENSG00000115368" 1 0 0
"1332" "ENSG00000115414" 1 0 0
"1333" "ENSG00000115415" 1 0 0
"1334" "ENSG00000115446" 0 1 0
"1335" "ENSG00000115457" 1 0 0
"1336" "ENSG00000115488" 1 0 0
"1337" "ENSG00000115504" 0 0 1
"1338" "ENSG00000115514" 0 1 0
"1339" "ENSG00000115540" 0 0 1
"1340" "ENSG00000115541" 1 0 0
"1341" "ENSG00000115548" 0 0 1
"1342" "ENSG00000115607" 0 0 1
"1343" "ENSG00000115685" 1 0 1
"1344" "ENSG00000115694" 0 1 0
"1345" "ENSG00000115760" 0 0 1
"1346" "ENSG00000115762" 0 1 0
"1347" "ENSG00000115840" 1 0 0
"1348" "ENSG00000115850" 1 0 0
"1349" "ENSG00000115866" 1 0 1
"1350" "ENSG00000115902" 1 0 0
"1351" "ENSG00000115935" 0 0 1
"1352" "ENSG00000115956" 1 0 0
"1353" "ENSG00000115977" 1 1 0
"1354" "ENSG00000116001" 0 1 0
"1355" "ENSG00000116117" 0 0 1
"1356" "ENSG00000116191" 0 1 0
"1357" "ENSG00000116194" 0 0 1
"1358" "ENSG00000116212" 0 1 0
"1359" "ENSG00000116213" 0 0 1
"1360" "ENSG00000116237" 0 0 1
"1361" "ENSG00000116251" 0 0 1
"1362" "ENSG00000116254" 1 0 0
"1363" "ENSG00000116266" 0 1 0
"1364" "ENSG00000116273" 1 0 1
"1365" "ENSG00000116353" 0 0 1
"1366" "ENSG00000116406" 0 0 1
"1367" "ENSG00000116489" 0 1 0
"1368" "ENSG00000116497" 0 1 0
"1369" "ENSG00000116521" 1 0 1
"1370" "ENSG00000116641" 0 0 1
"1371" "ENSG00000116661" 0 1 1
"1372" "ENSG00000116667" 0 1 0
"1373" "ENSG00000116688" 0 0 1
"1374" "ENSG00000116726" 0 0 1
"1375" "ENSG00000116729" 0 0 1
"1376" "ENSG00000116771" 1 0 0
